"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Accessory Fragment","Genome Fragment","Order within Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","geobacillus_cnambio1","Geobacillus_thermodenitrificans_thermodenitrificans_DSM_465","Geobacillus_thermodenitrificans_KCTC3902","Geobacillus_thermodenitrificans_K1041","Geobacillus_thermodenitrificans_ID-1","Geobacillus_thermodenitrificans_OS27","Geobacillus_thermodenitrificans_NG80-2","Geobacillus_thermodenitrificans_JSC_T9a","Geobacillus_thermodenitrificans_T12"
"IJIGFOAD_03124","persistent","Vitamin B12 import ATP-binding protein BtuD","8","8","1.0","NA","NA","","","","1472","1472","1472.0","","KGENGAEB_01388","IJIGFOAD_03124","AHOIKHHK_03112","FDKLAMFJ_03322","HLMLLCKC_00287","MEBKDNAM_02319","NCBEONCI_00128","FLBMOKII_02395"
"IJIGFOAD_03156","persistent","Sporulation protein YpeB","8","8","1.0","NA","NA","","","","1343","1343","1343.0","","KGENGAEB_01356","IJIGFOAD_03156","AHOIKHHK_03144","FDKLAMFJ_03354","HLMLLCKC_00319","MEBKDNAM_02287","NCBEONCI_00096","FLBMOKII_02363"
"IJIGFOAD_03188","persistent","Anthranilate synthase component 1","8","8","1.0","NA","NA","","","","1526","1526","1526.0","","KGENGAEB_01324","IJIGFOAD_03188","AHOIKHHK_00837","FDKLAMFJ_03388","HLMLLCKC_00549","MEBKDNAM_02257","NCBEONCI_00064","FLBMOKII_02331"
"IJIGFOAD_03220","persistent","Asparagine--tRNA ligase","8","8","1.0","NA","NA","","","","1292","1292","1292.0","","KGENGAEB_01292","IJIGFOAD_03220","AHOIKHHK_00805","FDKLAMFJ_03420","HLMLLCKC_00517","MEBKDNAM_02225","NCBEONCI_00032","FLBMOKII_02299"
"IJIGFOAD_03256","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","929","929","929.0","","KGENGAEB_03311","IJIGFOAD_03256","AHOIKHHK_02961","FDKLAMFJ_03539","HLMLLCKC_01513","MEBKDNAM_02145","NCBEONCI_03329","FLBMOKII_02257"
"IJIGFOAD_03289","persistent","Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase","8","8","1.0","NA","NA","","","","1154","1154","1154.0","","KGENGAEB_02775","IJIGFOAD_03289","AHOIKHHK_01375","FDKLAMFJ_03573","HLMLLCKC_01544","MEBKDNAM_02113","NCBEONCI_03361","FLBMOKII_02223"
"IJIGFOAD_03321","persistent","Thiosulfate sulfurtransferase GlpE","8","8","1.0","NA","NA","","","","365","365","365.0","","KGENGAEB_02743","IJIGFOAD_03321","AHOIKHHK_02379","FDKLAMFJ_03607","HLMLLCKC_01225","MEBKDNAM_02076","NCBEONCI_03394","FLBMOKII_02188"
"IJIGFOAD_03353","persistent","Glutamate 5-kinase 1","8","8","1.0","NA","NA","","","","1124","1124","1124.0","","KGENGAEB_03086","IJIGFOAD_03353","AHOIKHHK_01710","FDKLAMFJ_03643","HLMLLCKC_01258","MEBKDNAM_02028","NCBEONCI_01715","FLBMOKII_02161"
"IJIGFOAD_03417","persistent","Pyridinium-3%2C5-bisthiocarboxylic acid mononucleotide synthase","8","9","1.12","NA","NA","","","","611","824","800.33","","KGENGAEB_02912","IJIGFOAD_03417","AHOIKHHK_03330","FDKLAMFJ_00019" "FDKLAMFJ_03717","HLMLLCKC_03426","MEBKDNAM_01962","NCBEONCI_02540","FLBMOKII_02096"
"IJIGFOAD_03449","persistent","Kynurenine formamidase","8","8","1.0","NA","NA","","","","650","803","669.12","","KGENGAEB_01815","IJIGFOAD_03449","AHOIKHHK_03289","FDKLAMFJ_00060","HLMLLCKC_03380","MEBKDNAM_01930","NCBEONCI_02507","FLBMOKII_02064"
"IJIGFOAD_03481","persistent","Xylose transport system permease protein XylH","7","7","1.0","NA","NA","","","","1223","1223","1223.0","","KGENGAEB_01847","IJIGFOAD_03481","AHOIKHHK_03441","FDKLAMFJ_00090","","MEBKDNAM_01898","NCBEONCI_02475","FLBMOKII_01999"
"IJIGFOAD_03513","persistent","Uronate isomerase","8","10","1.25","NA","NA","","","","1403","1409","1403.6","","KGENGAEB_01879","IJIGFOAD_00008" "IJIGFOAD_03513","AHOIKHHK_01443","FDKLAMFJ_00121","HLMLLCKC_00766","MEBKDNAM_01867","NCBEONCI_02443","FLBMOKII_02046" "FLBMOKII_01967"
"AHOIKHHK_00002","persistent","Aspartate--tRNA ligase","8","8","1.0","NA","NA","","","","1772","1772","1772.0","","KGENGAEB_00776","IJIGFOAD_02753","AHOIKHHK_00002","FDKLAMFJ_03033","HLMLLCKC_02238","MEBKDNAM_02621","NCBEONCI_00449","FLBMOKII_02690"
"AHOIKHHK_00034","persistent","Bifunctional chorismate mutase/prephenate dehydratase","8","8","1.0","NA","NA","","","","848","848","848.0","","KGENGAEB_00744","IJIGFOAD_02721","AHOIKHHK_00034","FDKLAMFJ_03001","HLMLLCKC_02270","MEBKDNAM_02653","NCBEONCI_00481","FLBMOKII_02722"
"AHOIKHHK_00066","persistent","Folylpolyglutamate synthase","8","8","1.0","NA","NA","","","","1304","1304","1304.0","","KGENGAEB_00712","IJIGFOAD_02689","AHOIKHHK_00066","FDKLAMFJ_02969","HLMLLCKC_02302","MEBKDNAM_02685","NCBEONCI_00513","FLBMOKII_02754"
"AHOIKHHK_00098","persistent","hypothetical protein","8","10","1.25","NA","NA","","","","149","443","352.4","","KGENGAEB_00679" "KGENGAEB_00680","IJIGFOAD_02656" "IJIGFOAD_02657","AHOIKHHK_00098","FDKLAMFJ_02937","HLMLLCKC_02334","MEBKDNAM_02717","NCBEONCI_00545","FLBMOKII_02786"
"AHOIKHHK_00130","persistent","Phenylalanine--tRNA ligase beta subunit","8","8","1.0","NA","NA","","","","2414","2414","2414.0","","KGENGAEB_00647","IJIGFOAD_02624","AHOIKHHK_00130","FDKLAMFJ_02905","HLMLLCKC_00332","MEBKDNAM_02749","NCBEONCI_00578","FLBMOKII_02818"
"AHOIKHHK_00162","persistent","Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha","8","8","1.0","NA","NA","","","","977","977","977.0","","KGENGAEB_00615","IJIGFOAD_02592","AHOIKHHK_00162","FDKLAMFJ_02873","HLMLLCKC_00364","MEBKDNAM_02781","NCBEONCI_00610","FLBMOKII_02850"
"AHOIKHHK_00226","persistent","Methylated-DNA--protein-cysteine methyltransferase%2C constitutive","8","8","1.0","NA","NA","","","","491","491","491.0","","KGENGAEB_00057","IJIGFOAD_00925","AHOIKHHK_00226","FDKLAMFJ_01100","HLMLLCKC_01489","MEBKDNAM_00912","NCBEONCI_01179","FLBMOKII_00993"
"AHOIKHHK_00258","cloud","hypothetical protein","1","1","1.0","NA","NA","","","","305","305","305.0","","","","AHOIKHHK_00258","","","","",""
"AHOIKHHK_00290","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","245","245","245.0","","KGENGAEB_00099","IJIGFOAD_00883","AHOIKHHK_00290","FDKLAMFJ_01032","HLMLLCKC_01902","MEBKDNAM_00953","NCBEONCI_01138","FLBMOKII_01060"
"AHOIKHHK_00322","persistent","putative EAL-domain containing protein YkuI","8","8","1.0","NA","NA","","","","1217","1217","1217.0","","KGENGAEB_00131","IJIGFOAD_00851","AHOIKHHK_00322","FDKLAMFJ_01000","HLMLLCKC_01870","MEBKDNAM_00985","NCBEONCI_01107","FLBMOKII_01092"
"AHOIKHHK_00386","persistent","Phenylalanine dehydrogenase","8","16","2.0","NA","NA","","","","1100","1142","1121.0","","KGENGAEB_03102" "KGENGAEB_01497","IJIGFOAD_03369" "IJIGFOAD_03015","AHOIKHHK_00386" "AHOIKHHK_01726","FDKLAMFJ_03228" "FDKLAMFJ_03659","HLMLLCKC_00640" "HLMLLCKC_01274","MEBKDNAM_02011" "MEBKDNAM_02429","NCBEONCI_01731" "NCBEONCI_00237","FLBMOKII_02145" "FLBMOKII_02489"
"AHOIKHHK_00418","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","530","530","530.0","","KGENGAEB_01529","IJIGFOAD_02983","AHOIKHHK_00418","FDKLAMFJ_03196","HLMLLCKC_00608","MEBKDNAM_02462","NCBEONCI_00290","FLBMOKII_02521"
"AHOIKHHK_00482","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","887","887","887.0","","KGENGAEB_02295","IJIGFOAD_01194","AHOIKHHK_00482","FDKLAMFJ_01392","HLMLLCKC_00173","MEBKDNAM_00613","NCBEONCI_01445","FLBMOKII_00706"
"AHOIKHHK_00546","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","290","290","290.0","","KGENGAEB_00341","IJIGFOAD_00641","AHOIKHHK_00546","FDKLAMFJ_00781","HLMLLCKC_02955","MEBKDNAM_01197","NCBEONCI_00897","FLBMOKII_01304"
"AHOIKHHK_00578","persistent","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","8","8","1.0","NA","NA","","","","578","578","578.0","","KGENGAEB_00373","IJIGFOAD_00609","AHOIKHHK_00578","FDKLAMFJ_00749","HLMLLCKC_02987","MEBKDNAM_01229","NCBEONCI_00865","FLBMOKII_01336"
"AHOIKHHK_00677","persistent","Imidazole glycerol phosphate synthase subunit HisF","8","8","1.0","NA","NA","","","","758","758","758.0","","KGENGAEB_02081","IJIGFOAD_02208","AHOIKHHK_00677","FDKLAMFJ_02495","HLMLLCKC_03309","MEBKDNAM_03170","NCBEONCI_03149","FLBMOKII_03194"
"AHOIKHHK_00746","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","89","89","89.0","","KGENGAEB_03054","IJIGFOAD_01717","AHOIKHHK_00746","FDKLAMFJ_01959","HLMLLCKC_01674","MEBKDNAM_00109","NCBEONCI_01626","FLBMOKII_00113"
"AHOIKHHK_00778","persistent","50S ribosomal protein L30","8","8","1.0","NA","NA","","","","188","188","188.0","","KGENGAEB_03022","IJIGFOAD_01685","AHOIKHHK_00778","FDKLAMFJ_01927","HLMLLCKC_02040","MEBKDNAM_00141","NCBEONCI_01594","FLBMOKII_00145"
"AHOIKHHK_00810","persistent","Aspartate 1-decarboxylase","8","8","1.0","NA","NA","","","","383","383","383.0","","KGENGAEB_01297","IJIGFOAD_03215","AHOIKHHK_00810","FDKLAMFJ_03415","HLMLLCKC_00522","MEBKDNAM_02230","NCBEONCI_00037","FLBMOKII_02304"
"AHOIKHHK_00842","persistent","Nucleoside diphosphate kinase","8","8","1.0","NA","NA","","","","449","449","449.0","","KGENGAEB_01329","IJIGFOAD_03183","AHOIKHHK_00842","FDKLAMFJ_03383","HLMLLCKC_00554","MEBKDNAM_02262","NCBEONCI_00069","FLBMOKII_02336"
"AHOIKHHK_00874","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1007","1007","1007.0","","KGENGAEB_00182","IJIGFOAD_00800","AHOIKHHK_00874","FDKLAMFJ_00950","HLMLLCKC_01819","MEBKDNAM_01036","NCBEONCI_01057","FLBMOKII_01144"
"AHOIKHHK_00906","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","719","719","719.0","","KGENGAEB_00214","IJIGFOAD_00768","AHOIKHHK_00906","FDKLAMFJ_00918","HLMLLCKC_01787","MEBKDNAM_01068","NCBEONCI_01025","FLBMOKII_01176"
"AHOIKHHK_00938","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","479","479","479.0","","KGENGAEB_02546","IJIGFOAD_01004","AHOIKHHK_00938","FDKLAMFJ_01199","HLMLLCKC_02635","MEBKDNAM_00803","NCBEONCI_01254","FLBMOKII_00893"
"AHOIKHHK_00970","persistent","Adapter protein MecA 1","8","8","1.0","NA","NA","","","","680","680","680.0","","KGENGAEB_02514","IJIGFOAD_01036","AHOIKHHK_00970","FDKLAMFJ_01231","HLMLLCKC_02602","MEBKDNAM_00771","NCBEONCI_01286","FLBMOKII_00861"
"AHOIKHHK_01002","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","728","728","728.0","","KGENGAEB_02482","IJIGFOAD_01068","AHOIKHHK_01002","FDKLAMFJ_01263","HLMLLCKC_02570","MEBKDNAM_00737","NCBEONCI_01318","FLBMOKII_00829"
"AHOIKHHK_01034","persistent","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YitU","8","8","1.0","NA","NA","","","","806","806","806.0","","KGENGAEB_03219","IJIGFOAD_01100","AHOIKHHK_01034","FDKLAMFJ_01296","HLMLLCKC_02538","MEBKDNAM_00705","NCBEONCI_01350","FLBMOKII_00797"
"AHOIKHHK_01066","persistent","Asparagine synthetase [glutamine-hydrolyzing] 3","8","8","1.0","NA","NA","","","","1847","1847","1847.0","","KGENGAEB_02231","IJIGFOAD_01130","AHOIKHHK_01066","FDKLAMFJ_01328","HLMLLCKC_02512","MEBKDNAM_00677","NCBEONCI_01381","FLBMOKII_00770"
"AHOIKHHK_01098","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","137","137","137.0","","KGENGAEB_02263","IJIGFOAD_01162","AHOIKHHK_01098","FDKLAMFJ_01360","HLMLLCKC_00205","MEBKDNAM_00645","NCBEONCI_01413","FLBMOKII_00738"
"AHOIKHHK_01130","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","308","308","308.0","","KGENGAEB_01234","IJIGFOAD_00483","AHOIKHHK_01130","FDKLAMFJ_00608","HLMLLCKC_01170","MEBKDNAM_01356","NCBEONCI_01899","FLBMOKII_01464"
"AHOIKHHK_01173","persistent","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase","8","8","1.0","NA","NA","","","","1382","1382","1382.0","","KGENGAEB_02589","IJIGFOAD_01590","AHOIKHHK_01173","FDKLAMFJ_01828","HLMLLCKC_01302","MEBKDNAM_00226","NCBEONCI_03451","FLBMOKII_00254"
"AHOIKHHK_01205","persistent","Arginine utilization regulatory protein RocR","8","8","1.0","NA","NA","","","","1373","1373","1373.0","","KGENGAEB_02620","IJIGFOAD_01621","AHOIKHHK_01205","FDKLAMFJ_01859","HLMLLCKC_01334","MEBKDNAM_00195","NCBEONCI_03482","FLBMOKII_00223"
"AHOIKHHK_01237","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","212","212","212.0","","KGENGAEB_00414","IJIGFOAD_00568","AHOIKHHK_01237","FDKLAMFJ_00709","HLMLLCKC_03027","MEBKDNAM_01270","NCBEONCI_00825","FLBMOKII_01376"
"AHOIKHHK_01284","persistent","Glycogen biosynthesis protein GlgD","8","8","1.0","NA","NA","","","","1031","1031","1031.0","","KGENGAEB_00498","IJIGFOAD_02475","AHOIKHHK_01284","FDKLAMFJ_02723","HLMLLCKC_00421","MEBKDNAM_02898","NCBEONCI_00728","FLBMOKII_02983"
"AHOIKHHK_01348","persistent","Nitrate import ATP-binding protein NrtD","8","8","1.0","NA","NA","","","","746","746","746.0","","KGENGAEB_02803","IJIGFOAD_03261","AHOIKHHK_01348","FDKLAMFJ_03545","HLMLLCKC_01517","MEBKDNAM_02140","NCBEONCI_03333","FLBMOKII_02251"
"AHOIKHHK_01381","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1946","1946","1946.0","","KGENGAEB_02769","IJIGFOAD_03295","AHOIKHHK_01381","FDKLAMFJ_03579","HLMLLCKC_01550","MEBKDNAM_02107","NCBEONCI_03367","FLBMOKII_02217"
"AHOIKHHK_01445","persistent","putative oxidoreductase UxuB","8","9","1.12","NA","NA","","","","845","845","845.0","","KGENGAEB_01881","IJIGFOAD_00010" "IJIGFOAD_03515","AHOIKHHK_01445","FDKLAMFJ_00123","HLMLLCKC_00764","MEBKDNAM_01865","NCBEONCI_02441","FLBMOKII_01965"
"AHOIKHHK_01509","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","332","335","334.25","","KGENGAEB_00562","IJIGFOAD_02539","AHOIKHHK_01509","FDKLAMFJ_02787","HLMLLCKC_00486","MEBKDNAM_02834","NCBEONCI_00663","FLBMOKII_02918"
"AHOIKHHK_01541","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","572","572","572.0","","KGENGAEB_01106","IJIGFOAD_00355","AHOIKHHK_01541","FDKLAMFJ_00477","HLMLLCKC_01040","MEBKDNAM_01481","NCBEONCI_02049","FLBMOKII_01595"
"AHOIKHHK_01573","cloud","hypothetical protein","5","5","1.0","NA","NA","","","","173","173","173.0","","","","AHOIKHHK_01573","FDKLAMFJ_00445","HLMLLCKC_01008","MEBKDNAM_01513","NCBEONCI_02081",""
"AHOIKHHK_01605","persistent","hypothetical protein","7","7","1.0","NA","NA","","","","185","185","185.0","","KGENGAEB_01043","IJIGFOAD_00292","AHOIKHHK_01605","FDKLAMFJ_00413","HLMLLCKC_00976","MEBKDNAM_01545","NCBEONCI_02113",""
"AHOIKHHK_01637","persistent","Bacitracin transport ATP-binding protein BcrA","8","8","1.0","NA","NA","","","","914","914","914.0","","KGENGAEB_01011","IJIGFOAD_00260","AHOIKHHK_01637","FDKLAMFJ_00381","HLMLLCKC_00944","MEBKDNAM_01576","NCBEONCI_02145","FLBMOKII_01691"
"AHOIKHHK_01672","persistent","2%2C5-dichloro-2%2C5-cyclohexadiene-1%2C4-diol dehydrogenase LinX","8","8","1.0","NA","NA","","","","752","752","752.0","","KGENGAEB_00975","IJIGFOAD_00223","AHOIKHHK_01672","FDKLAMFJ_00346","HLMLLCKC_00908","MEBKDNAM_01612","NCBEONCI_02181","FLBMOKII_01727"
"AHOIKHHK_01704","persistent","Peptide transporter CstA","8","8","1.0","NA","NA","","","","1616","1616","1616.0","","KGENGAEB_02442","IJIGFOAD_01440","AHOIKHHK_01704","FDKLAMFJ_01680","HLMLLCKC_02699","MEBKDNAM_00366","NCBEONCI_02703","FLBMOKII_00424"
"AHOIKHHK_01800","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1061","1061","1061.0","","KGENGAEB_01558","IJIGFOAD_01818","AHOIKHHK_01800","FDKLAMFJ_02061","HLMLLCKC_01592","MEBKDNAM_00007","NCBEONCI_03104","FLBMOKII_00007"
"AHOIKHHK_01906","cloud","hypothetical protein","4","4","1.0","NA","NA","","","","404","425","418.25","","","","AHOIKHHK_01906","FDKLAMFJ_03510","","MEBKDNAM_02944","NCBEONCI_01759",""
"AHOIKHHK_01938","persistent","K(+)/H(+) antiporter subunit KhtU","8","8","1.0","NA","NA","","","","1244","1244","1244.0","","KGENGAEB_03196","IJIGFOAD_01552","AHOIKHHK_01938","FDKLAMFJ_01790","HLMLLCKC_02098","MEBKDNAM_00264","NCBEONCI_01792","FLBMOKII_00293"
"AHOIKHHK_01970","persistent","Staphyloferrin B transporter","8","8","1.0","NA","NA","","","","1238","1238","1238.0","","KGENGAEB_02705","IJIGFOAD_01496","AHOIKHHK_01970","FDKLAMFJ_01728","HLMLLCKC_01564","MEBKDNAM_00323","NCBEONCI_02751","FLBMOKII_00363"
"AHOIKHHK_02002","persistent","SOS response-associated protein YedK","8","8","1.0","NA","NA","","","","668","668","668.0","","KGENGAEB_01171","IJIGFOAD_00420","AHOIKHHK_02002","FDKLAMFJ_00543","HLMLLCKC_01104","MEBKDNAM_01417","NCBEONCI_01984","FLBMOKII_01528"
"AHOIKHHK_02034","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","851","851","851.0","","KGENGAEB_01624","IJIGFOAD_01884","AHOIKHHK_02034","FDKLAMFJ_02128","HLMLLCKC_02863","MEBKDNAM_03526","NCBEONCI_03039","FLBMOKII_03572"
"AHOIKHHK_02066","persistent","Arginine--tRNA ligase","8","8","1.0","NA","NA","","","","1673","1673","1673.0","","KGENGAEB_01656","IJIGFOAD_01916","AHOIKHHK_02066","FDKLAMFJ_02160","HLMLLCKC_02831","MEBKDNAM_03494","NCBEONCI_03006","FLBMOKII_03538"
"AHOIKHHK_02130","persistent","hypothetical protein","8","16","2.0","NA","NA","","","","533","629","581.0","","KGENGAEB_01722" "KGENGAEB_01723","IJIGFOAD_01982" "IJIGFOAD_01983","AHOIKHHK_02129" "AHOIKHHK_02130","FDKLAMFJ_02223" "FDKLAMFJ_02224","HLMLLCKC_02764" "HLMLLCKC_02763","MEBKDNAM_03426" "MEBKDNAM_03427","NCBEONCI_02820" "NCBEONCI_02819","FLBMOKII_03474" "FLBMOKII_03475"
"AHOIKHHK_02195","shell","hypothetical protein","6","6","1.0","NA","NA","","","","725","725","725.0","","","","AHOIKHHK_02195","FDKLAMFJ_00195","HLMLLCKC_03122","MEBKDNAM_01794","NCBEONCI_02367","FLBMOKII_01889"
"AHOIKHHK_02227","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","773","773","773.0","","KGENGAEB_01972","IJIGFOAD_00101","AHOIKHHK_02227","FDKLAMFJ_00230","HLMLLCKC_03155","MEBKDNAM_01761","NCBEONCI_02334","FLBMOKII_01854"
"AHOIKHHK_02266","shell","D-erythronate 4-phosphate dehydrogenase","4","4","1.0","NA","NA","","","","1016","1016","1016.0","","","","AHOIKHHK_02266","FDKLAMFJ_02280","","","NCBEONCI_02859","FLBMOKII_03388"
"AHOIKHHK_02298","persistent","Bifunctional NAD(P)H-hydrate repair enzyme Nnr","8","8","1.0","NA","NA","","","","1535","1535","1535.0","","KGENGAEB_01164","IJIGFOAD_00413","AHOIKHHK_02298","FDKLAMFJ_00535","HLMLLCKC_01097","MEBKDNAM_01424","NCBEONCI_01991","FLBMOKII_01535"
"AHOIKHHK_02330","persistent","Pantothenate precursors transporter PanS","8","9","1.12","NA","NA","","","","377","959","894.33","","KGENGAEB_01904","IJIGFOAD_03543" "IJIGFOAD_00033","AHOIKHHK_02330","FDKLAMFJ_00147","HLMLLCKC_00736","MEBKDNAM_01841","NCBEONCI_02418","FLBMOKII_01940"
"AHOIKHHK_02362","persistent","Myo-inositol 2-dehydrogenase","8","8","1.0","NA","NA","","","","1022","1022","1022.0","","KGENGAEB_01834","IJIGFOAD_03468","AHOIKHHK_02362","FDKLAMFJ_00076","HLMLLCKC_00784","MEBKDNAM_01911","NCBEONCI_02488","FLBMOKII_02012"
"AHOIKHHK_02394","persistent","Glutathione transport system permease protein GsiD","8","8","1.0","NA","NA","","","","902","902","902.0","","KGENGAEB_02758","IJIGFOAD_03306","AHOIKHHK_02394","FDKLAMFJ_03592","HLMLLCKC_02127","MEBKDNAM_02094","NCBEONCI_03379","FLBMOKII_02205"
"AHOIKHHK_02458","persistent","Ribosomal RNA small subunit methyltransferase A","8","8","1.0","NA","NA","","","","881","881","881.0","","KGENGAEB_03131","IJIGFOAD_01785","AHOIKHHK_02458","FDKLAMFJ_02027","HLMLLCKC_01944","MEBKDNAM_00041","NCBEONCI_01657","FLBMOKII_00043"
"AHOIKHHK_02490","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","344","344","344.0","","KGENGAEB_01282","IJIGFOAD_03230","AHOIKHHK_02490","FDKLAMFJ_03433","HLMLLCKC_00507","MEBKDNAM_02215","NCBEONCI_00022","FLBMOKII_02289"
"AHOIKHHK_02522","persistent","Zinc-specific metallo-regulatory protein","8","8","1.0","NA","NA","","","","425","425","425.0","","KGENGAEB_00874","IJIGFOAD_02851","AHOIKHHK_02522","FDKLAMFJ_03133","HLMLLCKC_01377","MEBKDNAM_02524","NCBEONCI_00352","FLBMOKII_02588"
"AHOIKHHK_02554","persistent","Ribosomal RNA small subunit methyltransferase E","8","8","1.0","NA","NA","","","","776","776","776.0","","KGENGAEB_00842","IJIGFOAD_02819","AHOIKHHK_02554","FDKLAMFJ_03101","HLMLLCKC_02173","MEBKDNAM_02556","NCBEONCI_00384","FLBMOKII_02622"
"AHOIKHHK_02586","persistent","RNA polymerase sigma-28 factor","8","16","2.0","NA","NA","","","","713","719","716.0","","KGENGAEB_00810" "KGENGAEB_00220","IJIGFOAD_00762" "IJIGFOAD_02787","AHOIKHHK_02586" "AHOIKHHK_00912","FDKLAMFJ_00912" "FDKLAMFJ_03067","HLMLLCKC_01781" "HLMLLCKC_02205","MEBKDNAM_02588" "MEBKDNAM_01074","NCBEONCI_00416" "NCBEONCI_01019","FLBMOKII_02654" "FLBMOKII_01183"
"AHOIKHHK_02618","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1835","1835","1835.0","","KGENGAEB_00578","IJIGFOAD_02555","AHOIKHHK_02618","FDKLAMFJ_02834","HLMLLCKC_00401","MEBKDNAM_02818","NCBEONCI_00647","FLBMOKII_02887"
"AHOIKHHK_02669","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","1037","1037","1037.0","","KGENGAEB_00084","IJIGFOAD_00898","AHOIKHHK_02669","FDKLAMFJ_01070","HLMLLCKC_02161","MEBKDNAM_00939","NCBEONCI_01152","FLBMOKII_01023"
"AHOIKHHK_02766","persistent","putative acyl-CoA dehydrogenase","8","8","1.0","NA","NA","","","","1784","1784","1784.0","","KGENGAEB_03166","IJIGFOAD_02273","AHOIKHHK_02766","FDKLAMFJ_02559","HLMLLCKC_03245","MEBKDNAM_03106","NCBEONCI_03313","FLBMOKII_03130"
"AHOIKHHK_02798","cloud","IS3 family transposase ISBth8","4","5","1.25","NA","NA","","","","872","872","872.0","","","","AHOIKHHK_02798","FDKLAMFJ_00897","","","NCBEONCI_02586","FLBMOKII_02194" "FLBMOKII_01584"
"AHOIKHHK_02830","persistent","Serine/threonine-protein kinase PrkC","8","8","1.0","NA","NA","","","","1997","1997","1997.0","","KGENGAEB_00257","IJIGFOAD_00725","AHOIKHHK_02830","FDKLAMFJ_00865","HLMLLCKC_01744","MEBKDNAM_01111","NCBEONCI_00982","FLBMOKII_01220"
"MEBKDNAM_01832","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","566","566","566.0","","KGENGAEB_01913","IJIGFOAD_00042","AHOIKHHK_02153","FDKLAMFJ_00156","HLMLLCKC_03082","MEBKDNAM_01832","NCBEONCI_02409","FLBMOKII_01929"
"MEBKDNAM_01864","persistent","putative protein YesV","8","10","1.25","NA","NA","","","","107","641","577.1","","KGENGAEB_01882","IJIGFOAD_00011" "IJIGFOAD_03516","AHOIKHHK_01446","FDKLAMFJ_00124","HLMLLCKC_00763" "HLMLLCKC_00762","MEBKDNAM_01864","NCBEONCI_02440","FLBMOKII_01964"
"MEBKDNAM_01896","persistent","L-ribulose-5-phosphate 4-epimerase UlaF","7","7","1.0","NA","NA","","","","686","686","686.0","","KGENGAEB_01849","IJIGFOAD_03483","AHOIKHHK_03439","FDKLAMFJ_00092","","MEBKDNAM_01896","NCBEONCI_02473","FLBMOKII_01997"
"MEBKDNAM_01928","cloud","Anaerobic nitric oxide reductase transcription regulator NorR","5","5","1.0","NA","NA","","","","1394","1394","1394.0","","KGENGAEB_01817","IJIGFOAD_03451","","","","MEBKDNAM_01928","NCBEONCI_02505","FLBMOKII_02062"
"MEBKDNAM_01960","cloud","Pyridinium-3%2C5-bisthiocarboxylic acid mononucleotide nickel insertion protein","1","1","1.0","NA","NA","","","","146","146","146.0","","","","","","","MEBKDNAM_01960","",""
"MEBKDNAM_01992","persistent","hypothetical protein","8","8","1.0","NA","NA","","","","320","320","320.0","","KGENGAEB_03343","IJIGFOAD_03388","AHOIKHHK_03406","FDKLAMFJ_03683","HLMLLCKC_03455","MEBKDNAM_01992","NCBEONCI_02593","FLBMOKII_02125"
